"BehaviorSpace results (NetLogo 6.3.0)"
"trabalhoIAA - Cópia.nlogo"
"teste7"
"10/22/2023 16:44:07:731 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","percV","show-energy?","percA","energiaAlimento","penergH","reproducao_leoes","reproducao_hienas","nleao","percC","reproducao?","tempo_descanso","nhienas","qenergia","penergL","[step]","count turtles","count hienas","count leoes"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","83","24851","22431","2420"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","483","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","484","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","485","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","486","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","137","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","487","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","90","51487","1560","49927"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","488","3930","3930","0"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","76","24088","21690","2398"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","489","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","490","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","491","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","138","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","492","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","493","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","494","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","88","22431","16700","5731"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","80","25844","25469","375"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","495","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","496","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","139","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","497","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","498","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","499","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","500","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","501","3930","3930","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","83","25112","22912","2200"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","502","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","503","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","140","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","504","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","505","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","506","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","507","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","508","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","141","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","509","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","510","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","64","10757","1653","9104"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","511","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","512","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","513","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","142","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","514","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","515","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","516","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","517","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","143","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","518","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","91","53769","1571","52198"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","519","3930","3930","0"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","91","24520","22160","2360"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","520","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","521","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","522","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","144","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","523","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","524","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","525","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","526","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","527","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","145","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","528","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","529","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","530","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","531","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","532","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","533","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","146","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","534","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","535","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","536","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","537","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","538","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","147","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","539","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","540","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","89","23463","17909","5554"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","541","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","542","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","543","3930","3930","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","84","26629","24365","2264"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","544","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","148","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","545","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","546","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","547","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","548","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","549","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","550","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","149","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","551","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","552","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","92","55842","1635","54207"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","553","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","554","3930","3930","0"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","77","25658","23576","2082"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","555","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","150","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","556","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","557","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","65","11509","1747","9762"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","558","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","559","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","560","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","561","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","151","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","562","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","563","3930","3930","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","84","26944","24842","2102"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","564","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","565","3930","3930","0"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","81","28056","27752","304"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","566","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","567","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","152","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","568","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","569","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","570","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","571","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","572","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","573","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","574","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","153","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","575","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","576","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","577","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","578","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","579","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","580","3930","3930","0"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","92","26349","24143","2206"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","581","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","154","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","582","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","583","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","584","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","585","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","586","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","587","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","155","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","588","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","589","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","590","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","591","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","592","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","593","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","156","8411","8411","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","93","57833","1632","56201"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","594","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","595","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","90","24283","19283","5000"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","596","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","597","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","598","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","157","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","599","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","600","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","66","12306","1800","10506"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","601","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","602","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","603","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","158","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","604","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","605","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","606","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","607","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","608","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","159","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","609","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","610","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","611","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","612","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","613","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","160","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","614","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","615","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","616","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","161","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","617","3930","3930","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","85","28559","26482","2077"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","618","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","619","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","620","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","621","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","622","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","162","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","623","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","624","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","625","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","626","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","627","3930","3930","0"
"8","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","78","27421","25542","1879"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","628","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","163","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","629","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","630","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","631","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","632","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","94","59956","1633","58323"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","633","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","634","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","164","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","635","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","636","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","637","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","638","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","639","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","165","8411","8411","0"
"10","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","85","28899","26956","1943"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","67","13252","1885","11367"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","640","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","641","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","642","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","643","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","644","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","645","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","166","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","646","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","647","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","648","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","649","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","650","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","651","3930","3930","0"
"6","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","91","25261","20736","4525"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","167","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","652","3930","3930","0"
"2","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","93","28159","26284","1875"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","653","3930","3930","0"
"4","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","82","30429","30192","237"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","654","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","655","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","656","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","657","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","658","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","168","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","659","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","660","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","661","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","662","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","663","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","664","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","169","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","665","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","666","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","667","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","668","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","669","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","170","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","670","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","671","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","672","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","673","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","674","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","171","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","675","3930","3930","0"
"5","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","95","62057","1620","60437"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","676","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","677","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","678","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","679","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","680","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","681","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","172","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","682","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","683","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","684","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","685","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","686","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","687","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","173","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","688","3930","3930","0"
"1","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","68","14177","2006","12171"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","689","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","690","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","691","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","692","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","693","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","174","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","694","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","695","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","696","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","697","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","698","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","175","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","699","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","700","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","701","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","702","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","703","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","176","8411","8411","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","704","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","705","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","706","3930","3930","0"
"9","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","86","30785","28817","1968"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","707","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","708","3930","3930","0"
"7","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","709","3930","3930","0"
"3","5","true","4","50","0.5","10","10","100","10","true","50","100","100","0.5","177","8411","8411","0"
